Transaction_ID,Date,Region,Product,Quantity,Unit_Price,Total_Amount,Currency,Customer_ID
4015,2023-04-28,South,Smartwatch,5,261,1305,INR,C0874
4016,2023-11-21,West,Smartwatch,7,1830,12810,EUR,C0097
4017,2023-06-26,West,Tablet,8,1409,11272,USD,C0141
4018,2023-08-17,South,Phone,1,144,144,GBP,C0798
4019,2023-09-21,East,Smartwatch,2,1534,3068,USD,C0851
4020,2023-07-29,South,Smartwatch,8,1037,8296,GBP,C0921
4021,2023-06-07,Central,Headphones,1,1216,1216,INR,C0190
4022,2023-05-21,West,Monitor,10,837,8370,INR,C0946
4023,2023-09-09,North,Tablet,9,205,1845,GBP,C0511
4024,2023-12-11,South,Laptop,9,752,6768,JPY,C0382
4025,2023-05-22,East,Tablet,7,1205,8435,JPY,C0394
4026,2023-05-29,South,Tablet,5,157,785,USD,C0671
4027,2023-10-20,South,Tablet,5,1614,8070,EUR,C0532
4028,2023-03-29,East,Smartwatch,3,1553,4659,AUD,C0481
4029,2023-09-28,South,Monitor,8,1540,12320,AUD,C0607
4030,2023-05-21,East,Laptop,9,1991,17919,USD,C0679
4031,2023-11-11,West,Monitor,5,1998,9990,JPY,C0687
4032,2023-10-15,North,Tablet,3,468,1404,GBP,C0395
4033,2023-05-29,South,Phone,1,916,916,USD,C0513
4034,2023-08-31,South,Smartwatch,4,1559,6236,EUR,C0064
4035,2023-02-15,Central,Tablet,1,844,844,GBP,C0620
4036,2023-12-14,West,Phone,4,1278,5112,INR,C0883
4037,2023-09-25,West,Headphones,3,178,534,JPY,C0638
4038,2023-11-27,South,Smartwatch,8,1901,15208,AUD,C0159
4039,2023-09-15,West,Phone,6,439,2634,USD,C0155
4040,2023-11-25,West,Phone,8,1360,10880,INR,C0213
4041,2023-11-04,South,Monitor,8,355,2840,EUR,C0205
4042,2023-08-02,South,Tablet,9,1196,10764,GBP,C0632
4043,2023-01-18,East,Phone,3,669,2007,EUR,C0018
4044,2023-01-10,East,Laptop,4,764,3056,JPY,C0851
4045,2023-03-30,South,Smartwatch,7,595,4165,GBP,C0192
4046,2023-12-22,Central,Phone,2,1270,2540,GBP,C0535
4047,2023-04-08,West,Laptop,5,1965,9825,GBP,C0392
4048,2023-05-22,West,Tablet,4,1672,6688,GBP,C0799
4049,2023-05-25,West,Headphones,8,100,800,AUD,C0961
4050,2023-08-01,Central,Phone,3,463,1389,INR,C0460
4051,2023-03-12,North,Phone,5,678,3390,EUR,C0136
4052,2023-12-05,East,Smartwatch,3,609,1827,JPY,C0684
4053,2023-07-06,South,Smartwatch,8,1766,14128,INR,C0602
4054,2023-06-10,North,Headphones,7,313,2191,JPY,C0241
4055,2023-03-18,West,Tablet,8,829,6632,USD,C0164
4056,2023-10-25,West,Tablet,10,584,5840,GBP,C0611
4057,2023-04-12,South,Headphones,1,223,223,USD,C0551
4058,2023-09-06,South,Laptop,3,1956,5868,GBP,C0593
4059,2023-07-30,Central,Headphones,8,107,856,EUR,C0748
4060,2023-01-17,Central,Headphones,1,1581,1581,USD,C0863
4061,2023-01-08,South,Tablet,6,1227,7362,INR,C0487
4062,2023-10-22,North,Headphones,1,384,384,EUR,C0260
4063,2023-08-17,Central,Headphones,4,1370,5480,EUR,C0410
4064,2023-10-17,South,Monitor,6,335,2010,AUD,C0470
4065,2023-01-21,North,Laptop,8,1570,12560,EUR,C0338
4066,2023-07-02,West,Tablet,3,1934,5802,EUR,C0294
4067,2023-06-07,Central,Headphones,7,613,4291,INR,C0891
4068,2023-06-01,South,Smartwatch,10,554,5540,EUR,C0404
4069,2023-12-06,West,Smartwatch,10,712,7120,EUR,C0785
4070,2023-11-14,South,Laptop,2,285,570,AUD,C0129
4071,2023-12-09,Central,Monitor,5,686,3430,EUR,C0822
4072,2023-08-10,North,Phone,2,113,226,AUD,C0019
4073,2023-05-14,East,Smartwatch,8,1629,13032,INR,C0735
4074,2023-02-07,East,Headphones,1,1831,1831,GBP,C0808
4075,2023-12-22,North,Laptop,7,1078,7546,GBP,C0123
4076,2023-02-16,Central,Phone,9,193,1737,EUR,C0128
4077,2023-05-20,West,Monitor,8,1423,11384,USD,C0002
4078,2023-03-08,East,Headphones,3,1706,5118,JPY,C0634
4079,2023-10-23,North,Laptop,5,1539,7695,GBP,C0487
4080,2023-09-02,East,Smartwatch,4,1893,7572,GBP,C0847
4081,2023-08-25,Central,Tablet,6,226,1356,GBP,C0526
4082,2023-08-29,South,Phone,9,841,7569,EUR,C0297
4083,2023-06-05,North,Laptop,2,1267,2534,USD,C0917
4084,2023-06-03,North,Monitor,9,989,8901,USD,C0913
4085,2023-05-28,Central,Headphones,3,1623,4869,USD,C0874
4086,2023-10-20,Central,Laptop,4,829,3316,USD,C0539
4087,2023-08-22,Central,Headphones,2,1812,3624,JPY,C0268
4088,2023-02-09,North,Laptop,6,1436,8616,GBP,C0273
4089,2023-12-15,North,Tablet,7,188,1316,JPY,C0522
4090,2023-11-30,East,Smartwatch,7,1804,12628,INR,C0655
4091,2023-04-08,Central,Smartwatch,7,1315,9205,INR,C0506
4092,2023-05-20,West,Headphones,3,1879,5637,JPY,C0171
4093,2023-09-11,East,Headphones,3,699,2097,EUR,C0971
4094,2023-05-05,West,Tablet,3,1386,4158,INR,C0899
4095,2023-05-07,Central,Monitor,1,374,374,EUR,C0235
4096,2023-06-02,South,Tablet,10,514,5140,GBP,C0545
4097,2023-06-27,Central,Phone,4,1501,6004,INR,C0460
4098,2023-05-04,West,Smartwatch,3,1841,5523,EUR,C0389
4099,2023-11-17,East,Smartwatch,3,286,858,GBP,C0623
4100,2023-07-28,East,Smartwatch,1,1317,1317,AUD,C0111
4101,2023-04-25,Central,Smartwatch,4,1825,7300,USD,C0467
4102,2023-09-22,East,Tablet,1,420,420,USD,C0689
4103,2023-10-10,East,Headphones,7,839,5873,INR,C0338
4104,2023-08-18,North,Headphones,9,101,909,JPY,C0765
4105,2023-10-14,West,Tablet,5,1009,5045,AUD,C0289
4106,2023-06-21,South,Monitor,1,1139,1139,JPY,C0239
4107,2023-12-19,North,Headphones,10,1116,11160,JPY,C0487
4108,2023-02-18,South,Monitor,4,560,2240,EUR,C0130
4109,2023-11-21,South,Laptop,6,1260,7560,AUD,C0007
4110,2023-12-09,Central,Smartwatch,2,122,244,INR,C0612
4111,2023-11-15,West,Headphones,10,791,7910,GBP,C0256
4112,2023-06-30,North,Smartwatch,2,1568,3136,USD,C0255
4113,2024-01-01,West,Smartwatch,2,292,584,AUD,C0414
4114,2023-02-21,Central,Laptop,7,1976,13832,GBP,C0188
4115,2023-09-18,North,Tablet,3,975,2925,USD,C0064
4116,2024-01-01,East,Headphones,1,979,979,INR,C0435
4117,2023-04-18,North,Headphones,6,499,2994,AUD,C0180
4118,2023-02-02,Central,Monitor,10,1691,16910,GBP,C0204
4119,2023-09-07,Central,Laptop,8,414,3312,GBP,C0540
4120,2023-05-06,Central,Laptop,4,901,3604,INR,C0696
4121,2023-01-11,West,Laptop,2,1882,3764,INR,C0971
4122,2023-08-06,West,Smartwatch,3,526,1578,EUR,C0059
4123,2023-02-13,North,Phone,4,1995,7980,INR,C0495
4124,2023-06-05,East,Laptop,2,1759,3518,JPY,C0730
4125,2023-03-12,South,Smartwatch,7,1169,8183,AUD,C0597
4126,2023-01-19,South,Headphones,6,333,1998,INR,C0923
4127,2023-11-11,East,Monitor,8,1063,8504,GBP,C0112
4128,2023-09-29,West,Laptop,2,214,428,USD,C0135
4129,2023-08-02,South,Phone,7,1876,13132,JPY,C0432
4130,2023-03-19,North,Headphones,9,679,6111,GBP,C0129
4131,2023-04-10,Central,Smartwatch,3,1236,3708,INR,C0035
4132,2023-01-27,South,Laptop,6,702,4212,INR,C0073
4133,2023-03-17,North,Monitor,1,1269,1269,AUD,C0732
4134,2023-03-07,East,Phone,2,230,460,GBP,C0291
4135,2023-09-26,South,Laptop,1,636,636,AUD,C0113
4136,2023-10-30,North,Monitor,3,515,1545,INR,C0765
4137,2023-04-06,South,Tablet,5,1831,9155,EUR,C0554
4138,2023-05-15,East,Headphones,7,1616,11312,INR,C0330
4139,2023-10-23,West,Laptop,2,1023,2046,INR,C0459
4140,2023-06-17,Central,Monitor,8,697,5576,USD,C0725
4141,2023-11-13,East,Tablet,8,1252,10016,INR,C0526
4142,2023-06-30,East,Phone,5,1988,9940,USD,C0666
4143,2023-02-07,Central,Monitor,2,1714,3428,GBP,C0618
4144,2023-09-23,Central,Tablet,8,517,4136,JPY,C0660
4145,2023-05-02,South,Tablet,10,224,2240,USD,C0516
4146,2023-04-20,North,Laptop,2,202,404,GBP,C0472
4147,2023-12-13,Central,Laptop,2,1401,2802,INR,C0101
4148,2023-02-09,West,Headphones,8,1909,15272,GBP,C0418
4149,2023-08-17,Central,Smartwatch,7,1395,9765,JPY,C0346
4150,2023-03-08,South,Laptop,7,1428,9996,USD,C0261
4151,2023-12-03,East,Laptop,6,496,2976,INR,C1000
4152,2023-09-24,Central,Monitor,9,958,8622,GBP,C0496
4153,2023-03-09,West,Laptop,5,726,3630,JPY,C0123
4154,2023-01-02,Central,Laptop,8,1070,8560,USD,C0129
4155,2023-04-20,South,Laptop,10,1010,10100,USD,C0133
4156,2023-04-04,Central,Phone,9,541,4869,JPY,C0169
4157,2023-04-13,West,Laptop,7,653,4571,GBP,C0667
4158,2023-04-09,South,Laptop,3,316,948,INR,C0739
4159,2023-03-14,East,Headphones,9,1375,12375,INR,C0548
4160,2023-11-20,Central,Tablet,3,754,2262,INR,C0164
4161,2023-11-03,East,Headphones,9,1917,17253,USD,C0123
4162,2023-04-03,Central,Headphones,6,142,852,EUR,C0200
4163,2023-11-06,South,Headphones,5,186,930,GBP,C0620
4164,2023-07-07,East,Headphones,6,491,2946,AUD,C0278
4165,2023-06-29,South,Smartwatch,2,870,1740,INR,C0393
4166,2023-10-03,West,Laptop,2,1599,3198,EUR,C0275
4167,2023-02-06,West,Headphones,9,117,1053,USD,C0954
4168,2023-12-30,West,Tablet,4,779,3116,USD,C0666
4169,2023-02-18,North,Monitor,2,1862,3724,GBP,C0029
4170,2023-01-15,North,Laptop,3,492,1476,AUD,C0618
4171,2023-03-24,West,Phone,3,1148,3444,USD,C0527
4172,2023-04-22,North,Headphones,5,599,2995,EUR,C0574
4173,2023-07-01,East,Monitor,2,1056,2112,INR,C0407
4174,2023-06-15,West,Tablet,4,1329,5316,EUR,C0732
4175,2023-05-01,Central,Headphones,8,939,7512,GBP,C0697
4176,2023-06-17,West,Phone,4,1520,6080,GBP,C0993
4177,2023-04-11,West,Phone,1,1129,1129,INR,C0193
4178,2023-08-01,South,Laptop,1,1457,1457,EUR,C0507
4179,2023-05-15,East,Laptop,3,1091,3273,AUD,C0350
4180,2023-01-01,North,Phone,2,1853,3706,EUR,C0360
4181,2023-04-26,North,Smartwatch,2,1946,3892,JPY,C0040
4182,2023-08-02,East,Phone,4,1461,5844,EUR,C0244
4183,2023-11-28,West,Smartwatch,4,114,456,AUD,C0526
4184,2023-10-27,Central,Laptop,2,591,1182,EUR,C0865
4185,2023-11-03,South,Monitor,1,472,472,USD,C0716
4186,2023-09-23,Central,Smartwatch,9,1339,12051,USD,C0467
4187,2023-01-06,East,Headphones,6,390,2340,EUR,C0250
4188,2023-01-31,North,Monitor,1,1578,1578,AUD,C0901
4189,2023-06-17,West,Phone,4,306,1224,JPY,C0375
4190,2023-06-07,Central,Headphones,7,308,2156,GBP,C0732
4191,2023-01-25,West,Monitor,2,1900,3800,GBP,C0942
4192,2023-07-08,West,Phone,1,1655,1655,EUR,C0769
4193,2023-11-12,West,Headphones,7,859,6013,EUR,C0083
4194,2023-06-04,North,Headphones,3,1026,3078,AUD,C0046
4195,2023-03-31,Central,Tablet,3,816,2448,AUD,C0811
4196,2023-01-27,South,Headphones,8,237,1896,USD,C0590
4197,2023-06-27,West,Headphones,1,581,581,AUD,C0674
4198,2023-10-10,South,Tablet,5,1819,9095,USD,C0315
4199,2023-01-13,East,Laptop,9,324,2916,AUD,C0164
4200,2023-09-09,West,Monitor,2,1933,3866,JPY,C0578
4201,2023-01-13,South,Tablet,9,1679,15111,GBP,C0957
4202,2023-08-30,North,Headphones,3,1571,4713,GBP,C0607
4203,2023-04-02,West,Tablet,7,605,4235,JPY,C0697
4204,2023-06-23,North,Headphones,7,1403,9821,JPY,C0412
4205,2023-07-19,East,Monitor,4,1820,7280,INR,C0133
4206,2023-12-11,South,Monitor,8,1332,10656,USD,C0216
4207,2023-01-18,Central,Laptop,5,1314,6570,GBP,C0814
4208,2023-12-12,West,Tablet,6,1929,11574,JPY,C0342
4209,2023-12-04,North,Tablet,8,1249,9992,JPY,C0886
4210,2023-05-27,North,Monitor,9,791,7119,INR,C0100
4211,2023-11-18,South,Phone,6,1737,10422,AUD,C0751
4212,2023-06-16,East,Tablet,2,420,840,GBP,C0031
4213,2023-07-15,Central,Headphones,9,1537,13833,JPY,C0264
4214,2023-04-06,North,Tablet,3,1883,5649,JPY,C0910
4215,2023-05-02,East,Monitor,7,142,994,GBP,C0420
4216,2023-11-15,East,Tablet,1,1681,1681,EUR,C0427
4217,2023-08-11,North,Smartwatch,6,1774,10644,JPY,C1000
4218,2023-12-24,Central,Tablet,6,1741,10446,AUD,C0479
4219,2023-04-17,South,Phone,1,469,469,USD,C0737
4220,2023-05-05,West,Laptop,6,1205,7230,AUD,C0836
4221,2023-01-05,Central,Monitor,3,426,1278,GBP,C0248
4222,2023-03-25,East,Phone,9,1816,16344,USD,C0512
4223,2023-11-22,East,Tablet,1,543,543,GBP,C0645
4224,2023-05-28,East,Smartwatch,9,1692,15228,INR,C0937
4225,2023-02-25,East,Headphones,3,146,438,GBP,C0991
4226,2023-09-15,East,Smartwatch,3,1893,5679,EUR,C0903
4227,2023-05-24,West,Monitor,2,481,962,EUR,C0848
4228,2023-12-09,South,Phone,7,1157,8099,AUD,C0646
4229,2023-04-12,North,Headphones,4,136,544,GBP,C0162
4230,2023-11-07,East,Monitor,8,461,3688,EUR,C0102
4231,2023-04-12,North,Laptop,4,429,1716,JPY,C0593
4232,2023-12-02,East,Phone,3,972,2916,AUD,C0789
4233,2023-06-21,South,Smartwatch,9,792,7128,EUR,C0963
4234,2023-07-22,East,Tablet,5,216,1080,JPY,C0336
4235,2023-11-30,Central,Monitor,3,983,2949,JPY,C0497
4236,2023-07-16,East,Headphones,6,930,5580,JPY,C0884
4237,2023-08-01,East,Monitor,7,660,4620,JPY,C0499
4238,2023-03-20,North,Smartwatch,6,1835,11010,EUR,C0491
4239,2023-09-01,North,Headphones,1,364,364,GBP,C0618
4240,2023-08-28,East,Tablet,6,1353,8118,USD,C0362
4241,2023-12-11,North,Tablet,5,247,1235,INR,C0201
4242,2023-08-21,East,Monitor,4,1652,6608,AUD,C0699
4243,2023-10-02,Central,Laptop,10,1250,12500,JPY,C0855
4244,2023-02-12,South,Laptop,5,1121,5605,AUD,C0784
4245,2023-08-30,Central,Monitor,5,1934,9670,INR,C0193
4246,2023-09-27,West,Monitor,7,1064,7448,INR,C0977
4247,2023-02-02,East,Laptop,3,1818,5454,EUR,C0126
4248,2023-01-04,Central,Monitor,10,1614,16140,USD,C0012
4249,2023-02-01,West,Phone,2,694,1388,AUD,C0896
4250,2023-01-05,South,Tablet,6,507,3042,JPY,C0765
4251,2023-01-19,Central,Laptop,5,466,2330,AUD,C0462
4252,2023-07-11,South,Headphones,3,986,2958,EUR,C0592
4253,2023-11-26,North,Headphones,4,722,2888,EUR,C0308
4254,2023-11-18,West,Laptop,8,674,5392,INR,C0043
4255,2023-06-25,East,Monitor,1,1206,1206,GBP,C0912
4256,2023-07-16,East,Monitor,6,1158,6948,USD,C0880
4257,2023-05-10,West,Monitor,7,378,2646,USD,C0066
4258,2023-06-06,West,Monitor,2,768,1536,AUD,C0588
4259,2023-11-24,Central,Laptop,6,1158,6948,EUR,C0489
4260,2023-01-05,East,Headphones,9,930,8370,AUD,C0495
4261,2023-04-24,South,Laptop,4,1776,7104,USD,C0357
4262,2023-03-16,Central,Smartwatch,10,1867,18670,AUD,C0403
4263,2023-09-16,North,Phone,1,659,659,EUR,C0218
4264,2023-09-14,East,Tablet,10,1685,16850,INR,C0097
4265,2023-06-05,East,Laptop,8,1351,10808,USD,C0824
4266,2023-07-15,West,Tablet,6,1372,8232,AUD,C0220
4267,2023-07-05,Central,Smartwatch,5,1514,7570,JPY,C0456
4268,2023-11-19,East,Laptop,7,1864,13048,EUR,C0490
4269,2023-07-16,South,Headphones,5,818,4090,GBP,C0115
4270,2023-04-22,East,Monitor,8,129,1032,USD,C0730
4271,2023-03-28,North,Tablet,9,1701,15309,GBP,C0520
4272,2023-11-01,East,Smartwatch,5,1572,7860,JPY,C0430
4273,2023-03-08,East,Smartwatch,9,1412,12708,JPY,C0057
4274,2023-03-16,West,Monitor,6,1332,7992,JPY,C0327
4275,2023-08-30,West,Monitor,4,923,3692,INR,C0058
4276,2023-05-27,Central,Headphones,2,164,328,USD,C0963
4277,2023-08-03,South,Tablet,10,1414,14140,GBP,C0228
4278,2023-11-13,Central,Headphones,6,805,4830,INR,C0799
4279,2023-03-15,East,Laptop,7,1884,13188,GBP,C0370
4280,2023-09-10,North,Tablet,5,895,4475,EUR,C0736
4281,2023-10-02,North,Tablet,6,570,3420,USD,C0290
4282,2023-09-23,Central,Phone,7,1821,12747,USD,C0328
4283,2023-08-11,South,Monitor,5,686,3430,INR,C0409
4284,2023-08-30,Central,Headphones,5,293,1465,USD,C0830
4285,2023-07-29,Central,Tablet,9,1646,14814,JPY,C0387
4286,2023-07-27,West,Smartwatch,4,918,3672,INR,C0681
4287,2023-06-22,West,Headphones,2,1797,3594,GBP,C0536
4288,2023-01-31,West,Smartwatch,1,1638,1638,USD,C0920
4289,2023-04-21,North,Smartwatch,7,450,3150,GBP,C0777
4290,2023-03-16,East,Laptop,4,1329,5316,AUD,C0318
4291,2023-07-15,Central,Phone,4,961,3844,EUR,C0975
4292,2023-09-11,West,Laptop,2,175,350,GBP,C0049
4293,2023-11-19,East,Smartwatch,2,215,430,JPY,C0688
4294,2023-06-27,East,Tablet,4,549,2196,EUR,C0084
4295,2023-08-20,West,Smartwatch,5,1591,7955,JPY,C0929
4296,2023-07-19,West,Tablet,4,222,888,EUR,C0483
4297,2023-12-09,South,Headphones,5,231,1155,EUR,C0958
4298,2023-06-19,East,Laptop,3,925,2775,JPY,C0479
4299,2023-01-26,West,Laptop,7,1339,9373,GBP,C0807
4300,2023-05-08,West,Laptop,8,1612,12896,EUR,C0322
4301,2023-07-03,Central,Monitor,2,656,1312,JPY,C0465
4302,2023-05-03,Central,Smartwatch,1,1291,1291,USD,C0468
4303,2023-06-02,South,Phone,4,368,1472,EUR,C0475
4304,2023-10-09,North,Laptop,6,1812,10872,GBP,C0140
4305,2023-12-05,Central,Phone,6,681,4086,EUR,C0843
4306,2023-10-07,North,Headphones,3,1894,5682,USD,C0709
4307,2023-06-12,West,Laptop,10,579,5790,JPY,C0876
4308,2023-06-05,North,Tablet,1,806,806,GBP,C0553
4309,2023-06-13,West,Tablet,7,1036,7252,GBP,C0020
4310,2023-07-06,South,Phone,7,493,3451,GBP,C0722
4311,2023-10-16,North,Headphones,6,313,1878,EUR,C0888
4312,2023-01-15,North,Laptop,10,659,6590,USD,C0789
4313,2023-08-05,South,Tablet,10,723,7230,EUR,C0414
4314,2023-10-09,East,Laptop,1,1882,1882,AUD,C0985
4315,2023-12-31,West,Monitor,3,345,1035,GBP,C0016
4316,2023-05-18,South,Tablet,7,1365,9555,JPY,C0917
4317,2023-06-03,West,Phone,3,1046,3138,EUR,C0996
4318,2023-12-23,North,Smartwatch,4,230,920,INR,C0951
4319,2023-01-13,North,Smartwatch,1,1910,1910,INR,C0169
4320,2023-05-16,West,Smartwatch,4,1460,5840,USD,C0658
4321,2023-01-13,North,Laptop,7,163,1141,AUD,C0331
4322,2023-08-03,South,Smartwatch,1,1991,1991,USD,C0227
4323,2023-07-21,East,Laptop,2,1353,2706,AUD,C0026
4324,2023-07-30,South,Smartwatch,5,1623,8115,AUD,C0540
4325,2023-06-10,East,Monitor,8,1558,12464,USD,C0033
4326,2023-03-18,West,Phone,6,773,4638,JPY,C0743
4327,2023-06-01,South,Phone,6,684,4104,AUD,C0176
4328,2023-03-06,North,Smartwatch,7,418,2926,GBP,C0222
4329,2023-05-16,Central,Smartwatch,10,1974,19740,EUR,C0557
4330,2023-05-19,South,Tablet,3,359,1077,EUR,C0125
4331,2023-12-28,Central,Tablet,4,303,1212,GBP,C0347
4332,2023-09-15,Central,Headphones,3,1312,3936,USD,C0912
4333,2023-07-15,Central,Phone,7,1684,11788,JPY,C0859
4334,2023-07-05,West,Laptop,7,301,2107,INR,C0493
4335,2023-06-07,Central,Laptop,7,1529,10703,USD,C0659
4336,2023-04-04,West,Smartwatch,3,490,1470,JPY,C0510
4337,2023-02-27,South,Laptop,2,446,892,INR,C0381
4338,2023-08-01,South,Laptop,2,1634,3268,AUD,C0463
4339,2023-10-02,East,Tablet,2,1298,2596,JPY,C0470
4340,2023-03-15,North,Smartwatch,7,1636,11452,JPY,C0905
4341,2023-07-28,East,Laptop,10,871,8710,AUD,C0989
4342,2023-10-12,West,Monitor,4,502,2008,EUR,C0006
4343,2023-04-14,West,Monitor,7,1996,13972,EUR,C0528
4344,2023-08-25,East,Smartwatch,10,199,1990,USD,C0786
4345,2023-02-09,South,Smartwatch,7,1095,7665,GBP,C0253
4346,2023-12-15,South,Headphones,2,341,682,AUD,C0173
4347,2023-12-30,North,Headphones,9,1969,17721,JPY,C0309
4348,2023-09-02,West,Monitor,9,555,4995,AUD,C0121
4349,2023-10-30,South,Headphones,6,1076,6456,INR,C0031
4350,2023-06-09,East,Smartwatch,4,1922,7688,JPY,C0527
4351,2023-10-28,East,Smartwatch,10,366,3660,USD,C0904
4352,2023-09-16,North,Smartwatch,10,1989,19890,AUD,C0588
4353,2023-11-02,North,Tablet,8,627,5016,USD,C0799
4354,2023-01-05,East,Tablet,3,1709,5127,JPY,C0595
4355,2023-05-01,East,Laptop,8,776,6208,GBP,C0369
4356,2023-04-21,West,Smartwatch,9,1330,11970,INR,C0714
4357,2023-03-18,East,Tablet,1,205,205,USD,C0693
4358,2023-03-11,South,Headphones,7,427,2989,JPY,C0863
4359,2023-08-18,North,Laptop,5,790,3950,USD,C0397
4360,2023-03-27,West,Smartwatch,3,1872,5616,GBP,C0401
4361,2023-01-02,East,Monitor,3,1123,3369,USD,C0313
4362,2023-11-05,East,Monitor,10,762,7620,JPY,C0271
4363,2023-12-04,North,Monitor,9,966,8694,USD,C0251
4364,2023-06-08,West,Laptop,9,140,1260,USD,C0521
4365,2023-07-05,East,Monitor,1,307,307,JPY,C0592
4366,2023-02-22,West,Phone,1,219,219,AUD,C0775
4367,2023-12-10,East,Smartwatch,8,1967,15736,INR,C0548
4368,2023-08-21,North,Phone,8,1261,10088,INR,C0391
4369,2023-08-13,North,Smartwatch,2,1995,3990,AUD,C0023
4370,2023-07-12,Central,Headphones,1,1037,1037,AUD,C0019
4371,2023-01-20,Central,Monitor,4,306,1224,AUD,C0289
4372,2023-04-01,North,Headphones,9,1650,14850,AUD,C0310
4373,2023-05-24,North,Monitor,10,966,9660,INR,C0421
4374,2023-09-26,South,Tablet,10,1717,17170,AUD,C0197
4375,2023-06-23,South,Laptop,8,1288,10304,AUD,C0235
4376,2023-10-12,East,Smartwatch,1,309,309,JPY,C0837
4377,2023-08-27,East,Headphones,2,1780,3560,USD,C0212
4378,2023-08-13,East,Tablet,5,912,4560,USD,C0428
4379,2023-02-06,East,Monitor,7,1940,13580,EUR,C0486
4380,2023-01-01,South,Phone,5,1583,7915,USD,C0635
4381,2023-09-15,North,Tablet,8,843,6744,GBP,C0138
4382,2023-07-30,West,Smartwatch,10,1743,17430,USD,C0447
4383,2023-07-16,South,Laptop,8,1479,11832,AUD,C0826
4384,2023-09-24,East,Headphones,4,701,2804,JPY,C0408
4385,2023-12-24,South,Phone,4,1217,4868,AUD,C0557
4386,2023-07-28,South,Laptop,8,1601,12808,USD,C0047
4387,2023-10-27,South,Phone,7,942,6594,GBP,C0113
4388,2023-07-23,South,Smartwatch,1,1655,1655,INR,C0341
4389,2023-05-05,North,Monitor,10,1546,15460,INR,C0384
4390,2023-09-24,West,Phone,4,1221,4884,GBP,C0771
4391,2023-10-12,West,Monitor,1,1564,1564,JPY,C0723
4392,2023-09-14,Central,Headphones,8,1292,10336,EUR,C0542
4393,2023-12-24,Central,Tablet,3,1972,5916,JPY,C0498
4394,2023-08-23,West,Laptop,8,1530,12240,EUR,C0421
4395,2023-04-18,North,Phone,5,1898,9490,AUD,C0208
4396,2023-01-15,South,Smartwatch,9,787,7083,AUD,C0201
4397,2023-03-14,North,Monitor,6,626,3756,USD,C0658
4398,2023-04-23,Central,Headphones,4,1971,7884,INR,C0974
4399,2023-07-18,South,Headphones,6,1610,9660,USD,C0752
4400,2023-05-27,Central,Smartwatch,2,1931,3862,INR,C0451
4401,2023-10-14,East,Smartwatch,3,240,720,GBP,C0620
4402,2023-01-23,South,Laptop,4,1727,6908,AUD,C0034
4403,2023-04-19,East,Laptop,3,895,2685,INR,C0664
4404,2023-10-04,East,Phone,4,1969,7876,GBP,C0813
4405,2023-05-02,South,Smartwatch,7,720,5040,USD,C0800
4406,2023-08-10,North,Monitor,8,1498,11984,USD,C0328
4407,2023-04-11,South,Tablet,3,1440,4320,EUR,C0486
4408,2023-12-24,West,Monitor,2,965,1930,JPY,C0002
4409,2023-05-21,North,Monitor,5,636,3180,GBP,C0639
4410,2023-11-27,East,Laptop,7,1829,12803,EUR,C0788
4411,2023-08-24,South,Headphones,7,668,4676,INR,C0858
4412,2023-09-10,South,Headphones,3,541,1623,JPY,C0960
4413,2023-09-29,Central,Phone,6,851,5106,USD,C0550
4414,2023-09-18,Central,Monitor,6,1661,9966,AUD,C0626
4415,2023-10-20,West,Tablet,3,1668,5004,EUR,C0134
4416,2023-09-04,West,Phone,2,1592,3184,GBP,C0247
4417,2023-05-29,East,Smartwatch,3,1223,3669,INR,C0858
4418,2023-12-21,Central,Headphones,9,1269,11421,EUR,C0308
4419,2023-07-08,Central,Smartwatch,8,1004,8032,INR,C0212
4420,2023-04-20,West,Laptop,9,524,4716,USD,C0347
4421,2023-06-06,North,Headphones,6,177,1062,INR,C0479
4422,2023-11-08,Central,Headphones,4,652,2608,USD,C0089
4423,2023-10-03,East,Laptop,3,970,2910,JPY,C0349
4424,2023-10-27,East,Laptop,1,823,823,INR,C0224
4425,2023-09-07,Central,Laptop,9,1133,10197,USD,C0001
4426,2023-10-26,North,Phone,3,1750,5250,INR,C0015
4427,2023-05-26,North,Tablet,3,647,1941,USD,C0953
4428,2023-04-30,East,Smartwatch,3,1787,5361,AUD,C0841
4429,2023-10-14,Central,Tablet,10,773,7730,EUR,C0754
4430,2023-02-20,North,Headphones,1,1501,1501,JPY,C0586
4431,2023-03-10,South,Monitor,1,258,258,JPY,C0947
4432,2023-11-06,East,Phone,7,859,6013,INR,C0076
4433,2023-07-24,West,Monitor,7,1117,7819,AUD,C0660
4434,2023-05-14,North,Tablet,6,1511,9066,JPY,C0364
4435,2023-04-15,North,Phone,5,1349,6745,USD,C0456
4436,2023-03-03,South,Phone,6,1099,6594,AUD,C0028
4437,2023-03-22,North,Phone,8,1659,13272,USD,C0255
4438,2023-06-03,East,Tablet,1,531,531,JPY,C0900
4439,2023-12-25,East,Tablet,8,504,4032,GBP,C0192
4440,2023-05-20,South,Tablet,8,149,1192,EUR,C0728
4441,2023-01-04,West,Smartwatch,1,1638,1638,JPY,C0988
4442,2023-12-02,South,Laptop,4,267,1068,AUD,C0650
4443,2023-06-05,Central,Laptop,9,1189,10701,AUD,C0515
